Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2720,114.8125,-115.6875,-96.3125,-0.9399414,-1.000488,2.128906,0.02880859,0.03320313,0.1586914
2722,154.5625,-155.9375,-84.9375,-0.8618164,-0.9458008,2.026367,0.02392578,0.03173828,0.1572266
2723,184.5,-190.6875,-78.375,-0.8349609,-0.8754883,1.856934,0.01953125,0.02441406,0.1557617
2725,208.25,-222.875,-79.4375,-0.7998047,-0.8173828,1.691406,0.01220703,0.02197266,0.1542969
2726,225.125,-257.4375,-82.75,-0.7919922,-0.7861328,1.561035,0.006347656,0.01855469,0.1542969
2728,241.0625,-291.9375,-90.8125,-0.7260742,-0.7509766,1.407715,-0.004882813,0.008300781,0.1479492
2729,253.25,-331.5625,-85.4375,-0.644043,-0.7900391,1.265625,-0.01318359,0.0009765625,0.1499023
2731,246.75,-366.375,-92.125,-0.5043945,-0.5517578,1.163086,-0.01904297,-0.003417969,0.1464844
2732,224.4375,-394.6875,-101.3125,-0.418457,-0.4819336,1.056641,-0.03417969,-0.01416016,0.1513672
2734,206.25,-424.5625,-109.625,-0.4223633,-0.5166016,0.9306641,-0.04394531,-0.01904297,0.1542969
2735,191.1875,-453.1875,-118.875,-0.3994141,-0.5166016,0.8203125,-0.05175781,-0.02539063,0.1557617
2737,151.8125,-472.0625,-112.8125,-0.512207,-0.6572266,0.6743164,-0.07177734,-0.03515625,0.1660156
2738,139,-494.875,-112,-0.3095703,-0.4233398,0.5522461,-0.08154297,-0.04003906,0.1704102
2740,92.0625,-527.0625,-90.25,-0.3212891,-0.2553711,0.3081055,-0.09228516,-0.04248047,0.1777344
2741,65,-533,-99.4375,-0.1738281,-0.1503906,0.3867188,-0.1098633,-0.04833984,0.1938477
2743,50.5625,-521.0625,-107.625,-0.1542969,-0.1542969,0.3120117,-0.1181641,-0.05224609,0.2041016
2744,28.3125,-506.625,-103.625,-0.1816406,-0.1503906,0.1582031,-0.1274414,-0.05322266,0.2133789
2746,-21.625,-480.9375,-100.875,-0.2592773,-0.03320313,0.1386719,-0.1416016,-0.05712891,0.2353516
2747,-48.375,-453.8125,-94.375,-0.1933594,0.03662109,0.03222656,-0.1464844,-0.06054688,0.2441406
2749,-55.75,-427.5,-83.625,-0.1699219,0.03662109,-0.006835938,-0.1533203,-0.06201172,0.2529297
2750,-46.5625,-394.3125,-67.1875,-0.1308594,0.01318359,-0.03027344,-0.1601563,-0.06445313,0.2753906
2752,-31.625,-352.625,-50.5625,-0.1113281,-0.009765625,-0.002929688,-0.1640625,-0.06445313,0.2827148
2754,-8.0625,-300.125,-41.5625,-0.1269531,-0.001953125,0.01220703,-0.1665039,-0.06787109,0.2900391
2756,20.6875,-244.25,-33.625,-0.1230469,0.02880859,0.0004882813,-0.1699219,-0.06933594,0.3046875
2757,53.1875,-191.5,-25.75,-0.08789063,0.05224609,-0.03027344,-0.1723633,-0.06933594,0.309082
2759,85.125,-141.4375,-18.625,-0.1074219,0.08740234,-0.08154297,-0.1708984,-0.06933594,0.3134766
2760,106.5625,-94.9375,-9.5,-0.1582031,0.1108398,-0.1328125,-0.1723633,-0.06933594,0.3212891
2762,111.25,-53.75,-0.9375,-0.2241211,0.1264648,-0.1918945,-0.1743164,-0.07177734,0.3212891
2763,105.1875,-13.1875,3.3125,-0.2592773,0.1381836,-0.2075195,-0.1757813,-0.07177734,0.3212891
2765,94.875,28,4.625,-0.2944336,0.1577148,-0.2392578,-0.1733398,-0.07275391,0.3227539
2766,79.5625,65.25,7.3125,-0.2670898,0.1689453,-0.3339844,-0.1743164,-0.07177734,0.3193359
2768,54.0625,120.875,74.625,-0.5820313,-0.2983398,-0.1723633,-0.1743164,-0.07177734,0.3178711
2769,56.1875,138.3125,77.1875,-0.2514648,0.1728516,-0.4833984,-0.1723633,-0.06542969,0.3120117
2771,57.875,186.5625,51.125,-0.08789063,0.1538086,-0.4243164,-0.1733398,-0.06787109,0.3076172
2772,25.9375,223.875,38.8125,-0.01416016,0.1069336,-0.534668,-0.1723633,-0.06689453,0.3032227
2774,-13.1875,229.625,48.8125,-0.1503906,0.02880859,-0.6411133,-0.168457,-0.06298828,0.2915039
2775,-53.5625,228.625,64.4375,-0.2670898,0.09130859,-0.6411133,-0.168457,-0.06054688,0.2871094
2777,-88.125,234.125,64.25,-0.3291016,0.09521484,-0.519043,-0.1665039,-0.05957031,0.2797852
2778,-115.0625,244,59.4375,-0.3486328,0.01708984,-0.3730469,-0.1616211,-0.0546875,0.2724609
2780,-147.1875,260.25,58.625,-0.3798828,-0.06445313,-0.2827148,-0.1591797,-0.05224609,0.2651367
2781,-183.0625,281.625,59,-0.4379883,-0.1464844,-0.1958008,-0.1557617,-0.04833984,0.2602539
2783,-220.5625,307.5,60.875,-0.4614258,-0.2983398,-0.109375,-0.1474609,-0.04345703,0.25
2784,-249.5,338,60.5625,-0.5004883,-0.4233398,0.04394531,-0.1450195,-0.03759766,0.2426758
2786,-285.375,390.9375,61.125,-0.5351563,-0.5712891,0.3432617,-0.1391602,-0.03271484,0.2382813
2787,-337.9375,463.625,61.75,-0.609375,-0.7158203,0.6625977,-0.1308594,-0.02392578,0.2236328
2789,-384.6875,550.125,61.25,-0.6674805,-0.8442383,0.84375,-0.1240234,-0.01660156,0.2163086
2790,-386.0625,638.875,62.75,-0.737793,-1.016113,0.9228516,-0.1166992,-0.01074219,0.2119141
2792,-353.5625,739.6875,65.25,-0.8657227,-1.195313,1.064453,-0.09667969,0.0009765625,0.1938477
2793,-311,833.25,69.1875,-1.099121,-1.382813,1.178711,-0.08398438,0.008300781,0.1879883
2795,-278.1875,908.3125,74.6875,-1.433594,-1.745605,1.218262,-0.06982422,0.01220703,0.1791992
2796,-255.4375,940.9375,76,-1.616699,-2.12793,1.163086,-0.03564453,0.02587891,0.1645508
2798,-261.9375,942.125,79.0625,-2.005371,-1.897461,1.391602,-0.01660156,0.02832031,0.1557617
2799,-284.3125,897,83.1875,-2.219238,-2.057617,1.498047,0.001953125,0.03417969,0.152832
2801,-313.375,792,88.6875,-2.456543,-2.186035,1.750488,0.03808594,0.04541016,0.152832
2804,-344,631.625,95.625,-2.51123,-2.189941,2.152344,0.05371094,0.05371094,0.1542969
2806,-353.3125,444.375,83.0625,-2.281738,-2.178223,2.59375,0.06884766,0.06103516,0.1601563
2807,-333.25,252.5,60.75,-1.873047,-2.189941,3.078613,0.08789063,0.07568359,0.1674805
2809,-291.375,74.25,57.9375,-1.414551,-2.400879,3.370117,0.09228516,0.07714844,0.1748047
2810,-172.125,-42.4375,11.375,-1.352051,-2.299316,3.55127,0.09472656,0.08300781,0.1806641
2812,-21.25,-129.375,-21.625,-1.367676,-2.560547,3.311035,0.09619141,0.08691406,0.1850586
2813,143.1875,-181.875,-25.875,-1.429688,-2.732422,2.873535,0.09375,0.08691406,0.1835938
2815,278,-200.9375,4.25,-1.484375,-2.599609,2.392578,0.09033203,0.08447266,0.1806641
2816,378.125,-209,35.3125,-1.519531,-2.365723,1.959473,0.08203125,0.07568359,0.1704102
2818,441.125,-222,64.125,-1.476563,-2.147461,1.51416,0.08056641,0.06835938,0.1674805
2819,477,-238.375,91.9375,-1.340332,-2.00293,1.218262,0.07714844,0.05761719,0.1586914
2821,489.5625,-251.4375,115.75,-1.157715,-1.842773,0.9936523,0.06982422,0.03808594,0.1450195
2822,485.8125,-265.75,130.0625,-0.8813477,-1.597168,0.8520508,0.06787109,0.02929688,0.1376953
2824,466.6875,-282.625,131.625,-0.6015625,-1.355469,0.7495117,0.06396484,0.01708984,0.1303711
2825,443.3125,-306.5625,121.5625,-0.3837891,-1.179688,0.6826172,0.05224609,-0.001953125,0.1245117
2827,412.75,-341.375,99.625,-0.1621094,-0.9770508,0.6113281,0.04638672,-0.01171875,0.1186523
2828,376.4375,-381.0625,66,0.0009765625,-0.8364258,0.5366211,0.03955078,-0.02148438,0.1157227
2830,338.9375,-423.4375,29.375,0.121582,-0.7197266,0.4575195,0.02294922,-0.04003906,0.1113281
2831,300.5625,-468.25,-10.3125,0.1875,-0.6533203,0.359375,0.01220703,-0.04589844,0.112793
2833,259.9375,-508.875,-44.625,0.1796875,-0.6650391,0.2685547,0.0004882813,-0.05322266,0.112793
2834,221.5,-542,-71,0.121582,-0.6650391,0.2055664,-0.02490234,-0.06542969,0.1186523
2836,178.375,-568.625,-92,0.03955078,-0.6025391,0.09130859,-0.03808594,-0.07177734,0.1230469
2837,126.625,-583.9375,-105.1875,-0.02978516,-0.5478516,0.008300781,-0.04833984,-0.07519531,0.1318359
2839,61.4375,-586.3125,-116.875,-0.1269531,-0.4624023,-0.006835938,-0.07666016,-0.08251953,0.1464844
2840,8.3125,-582.25,-119.625,-0.1503906,-0.4350586,-0.1484375,-0.08984375,-0.08496094,0.152832
2842,-34,-580.5,-120.9375,-0.2124023,-0.3256836,-0.2670898,-0.1000977,-0.08886719,0.1660156
2843,-63.375,-575,-126.9375,-0.2124023,-0.1967773,-0.3339844,-0.1225586,-0.09228516,0.1850586
2845,-80.3125,-565.5,-134.3125,-0.2475586,-0.1230469,-0.3535156,-0.1298828,-0.09130859,0.1953125
2846,-86.125,-541.4375,-131.75,-0.2749023,-0.1621094,-0.3300781,-0.1401367,-0.09375,0.2089844
2848,-62.4375,-511.375,-119.1875,-0.3056641,-0.1542969,-0.3496094,-0.1542969,-0.09716797,0.2324219
2849,-7.0625,-469.625,-95.125,-0.2905273,-0.2006836,-0.2158203,-0.1582031,-0.09863281,0.2426758
2851,62,-411.4375,-57.875,-0.3486328,-0.09570313,-0.2827148,-0.1665039,-0.1035156,0.2514648
2853,144.875,-355.625,-83.375,-0.4262695,0.2626953,-0.2509766,-0.1733398,-0.105957,0.2724609
2855,225.5625,-303.6875,-111.5,-0.3369141,0.3251953,-0.2392578,-0.1743164,-0.1083984,0.2827148
2856,255.875,-245.6875,-107.875,-0.02978516,0.2900391,-0.1289063,-0.1767578,-0.1132813,0.2900391
2858,252.75,-176.375,-79.5625,0.140625,0.1303711,-0.2353516,-0.1791992,-0.1206055,0.300293
2859,238.3125,-106.1875,-30.5,0.2421875,0.1728516,-0.3613281,-0.1791992,-0.1245117,0.3076172
2861,221.875,-40.125,3.375,0.284668,0.1728516,-0.4165039,-0.1791992,-0.1269531,0.3105469
2862,192.75,12.25,14.125,0.269043,0.2939453,-0.5385742,-0.1791992,-0.1254883,0.3134766
2864,155.625,51.1875,6.3125,0.2421875,0.3134766,-0.5859375,-0.1801758,-0.1245117,0.3120117
2865,111.75,80.25,-4.875,0.234375,0.2548828,-0.6293945,-0.1791992,-0.1254883,0.3120117
2867,72.6875,104,-24.875,0.3237305,0.2861328,-0.6254883,-0.1791992,-0.1269531,0.3076172
2868,38.3125,126.9375,-43.0625,0.3896484,0.2080078,-0.5898438,-0.1791992,-0.1269531,0.3061523
2870,7.6875,160.5,-59.125,0.4326172,0.1728516,-0.4794922,-0.1782227,-0.1279297,0.3017578
2871,-27.875,213.0625,-78.75,0.5141602,0.1728516,-0.2749023,-0.1757813,-0.1293945,0.2958984
2873,-75,290.9375,-99.1875,0.6582031,0.2236328,-0.04248047,-0.1743164,-0.1328125,0.2885742
2874,-135.75,388.8125,-113.5,0.7397461,0.2470703,0.1777344,-0.1733398,-0.1352539,0.2783203
2876,-213.9375,514,-127,0.7397461,0.3408203,0.418457,-0.1625977,-0.1352539,0.2573242
2877,-301.5625,648.4375,-156.6875,0.6191406,0.4150391,0.5917969,-0.1582031,-0.1367188,0.2441406
2879,-390.3125,782,-215.875,0.3120117,0.3603516,0.7060547,-0.1523438,-0.1376953,0.2294922
2880,-494.375,896.1875,-270.375,-0.2006836,-0.02148438,0.828125,-0.1259766,-0.1367188,0.1923828
2882,-596.1875,987.8125,-300.5625,-0.8271484,-0.5478516,0.8007813,-0.1108398,-0.1328125,0.1733398
2883,-664,1063.188,-299,-1.324707,-1.3125,0.8676758,-0.09228516,-0.1254883,0.152832
2885,-703.1875,1081.875,-279.5625,-2.060059,-1.819824,0.7177734,-0.04589844,-0.1049805,0.1186523
2886,-644,1006.5,-211.875,-2.308594,-2.724609,-0.2548828,-0.02246094,-0.08984375,0.1083984
2888,-493.375,907.5,-97.6875,-3.121582,-3.056152,1.151367,0.001953125,-0.07763672,0.1040039
2889,-589.875,718.875,-51.1875,-3.984863,-2.186035,1.671387,0.04638672,-0.05322266,0.1010742
2891,-458.3125,401.125,-55.5,-4.160156,-1.920898,1.758301,0.06201172,-0.03759766,0.1010742
2892,-322.3125,95.8125,-50,-2.763672,-1.72998,3.098145,0.07128906,-0.02636719,0.1040039
2894,-197.6875,-80.25,18.5,-1.383301,-1.367188,4.229004,0.07470703,-0.01171875,0.1098633
2895,12.125,-100.0625,72.25,-0.6132813,-1.226563,4.315918,0.07226563,-0.008300781,0.112793
2897,140.1875,-162.8125,109.8125,-0.5546875,-1.141113,3.433105,0.06884766,-0.009277344,0.1098633
2898,280.8125,-232.25,115,-0.9282227,-1.094238,2.727539,0.06396484,-0.01660156,0.1083984
2900,394.3125,-291,120.0625,-1.037109,-1.199219,1.990723,0.05957031,-0.02294922,0.1054688
2903,454.9375,-329.5625,145.75,-0.9594727,-1.179688,1.427246,0.05371094,-0.03515625,0.1025391
2905,481.75,-347.875,165.125,-0.8969727,-1.031738,1.001465,0.03710938,-0.05712891,0.09814453
2906,468.4375,-366.125,169.0625,-0.8544922,-0.855957,0.7138672,0.03125,-0.0703125,0.09521484
2908,434.875,-386,161.875,-0.7299805,-0.7392578,0.4892578,0.02294922,-0.07910156,0.09521484
2909,397.3125,-398.5625,153.3125,-0.5507813,-0.6298828,0.315918,0.005371094,-0.09960938,0.09814453
2911,347.3125,-401.75,140.5625,-0.3212891,-0.5361328,0.2055664,-0.004882813,-0.1083984,0.1010742
2912,290.5,-397.875,127.8125,-0.1542969,-0.4584961,0.07958984,-0.01660156,-0.1171875,0.1054688
2914,240.8125,-398.125,111.1875,0.004882813,-0.3374023,-0.05419922,-0.03564453,-0.1293945,0.112793
2915,192.25,-399.6875,94.875,0.1137695,-0.2397461,-0.1289063,-0.04589844,-0.1318359,0.1201172
2917,146.3125,-401.875,78.375,0.1875,-0.1308594,-0.1918945,-0.05566406,-0.1352539,0.1245117
2918,102.875,-405.375,65.6875,0.3041992,-0.01367188,-0.2275391,-0.07421875,-0.1401367,0.1376953
2920,63.25,-410.1875,54.375,0.3354492,0.08349609,-0.2709961,-0.08251953,-0.1401367,0.1420898
2921,27.625,-415.25,47.375,0.3432617,0.1381836,-0.3100586,-0.09228516,-0.1401367,0.1499023
2923,3.6875,-410.25,45.75,0.3041992,0.1655273,-0.2983398,-0.105957,-0.1416016,0.1630859
2924,-19.1875,-398.0625,36.4375,0.2729492,0.2080078,-0.3022461,-0.1157227,-0.1376953,0.1733398
2926,-28.25,-374.625,32.125,0.2070313,0.1420898,-0.3061523,-0.1225586,-0.1376953,0.1806641
2927,-23.0625,-339.5,33.5,0.1757813,0.07177734,-0.2905273,-0.1333008,-0.1352539,0.1938477
2929,-4.6875,-289.625,37.375,0.1445313,0.009277344,-0.2749023,-0.1391602,-0.1328125,0.2011719
2930,21.6875,-232.8125,42.6875,0.171875,-0.01367188,-0.2353516,-0.144043,-0.1303711,0.2075195
2932,48.6875,-158.5,48.25,0.2573242,-0.02929688,-0.1879883,-0.1508789,-0.1303711,0.2192383
2933,77,-61.375,60.3125,0.3393555,-0.1733398,-0.07373047,-0.1533203,-0.1279297,0.2207031
2935,101.125,52.8125,81.9375,0.4560547,-0.3334961,-0.002929688,-0.1542969,-0.1293945,0.2192383
2936,108.125,177.375,97.8125,0.6894531,-0.1733398,-0.1210938,-0.1533203,-0.1254883,0.2192383
2938,98.125,279.875,74.875,0.6660156,-0.05273438,-0.3022461,-0.1499023,-0.1254883,0.2148438
2939,53.75,394,60.3125,0.7514648,-0.2202148,0.1108398,-0.1464844,-0.1269531,0.2055664
2941,-17.8125,524.875,9.4375,0.9458008,0.1616211,0.3984375,-0.1357422,-0.1245117,0.190918
2942,-149.5625,688.875,-67.3125,0.8330078,0.3759766,0.8398438,-0.125,-0.1230469,0.1777344
2944,-313.25,851.5,-161.875,0.4482422,0.4501953,0.9150391,-0.1132813,-0.1206055,0.1645508
2945,-455.0625,967.75,-274.3125,-0.2983398,0.1342773,0.8320313,-0.07666016,-0.1123047,0.1333008
2947,-571.25,1006,-347.25,-1.21582,-0.6728516,0.6943359,-0.05810547,-0.1074219,0.1186523
2948,-663.6875,953.9375,-355.6875,-1.896484,-1.519043,0.6704102,-0.03320313,-0.09863281,0.1069336
2950,-688.125,814,-329.1875,-2.394531,-2.088867,0.784668,0.01123047,-0.0703125,0.09521484
2952,-659.75,644,-268.375,-2.713379,-2.42041,1.316895,0.02978516,-0.0546875,0.09375
2954,-559.375,451,-219.1875,-2.705566,-2.244629,1.773926,0.04394531,-0.03857422,0.09521484
2955,-417.625,269.0625,-190.875,-2.180664,-1.975586,2.550293,0.06298828,-0.01318359,0.1054688
2957,-253.25,139.4375,-161.25,-1.192871,-1.577637,3.303223,0.06542969,-0.004394531,0.1083984
2958,-86.5,41.8125,-120.25,-0.8388672,-1.164551,3.531738,0.06787109,0.0009765625,0.112793
2960,69.0625,-42.8125,-95.8125,-0.8969727,-1.043457,3.228027,0.06542969,0.002441406,0.1142578
2961,206.0625,-126.9375,-62,-1.017578,-1.05127,2.660645,0.06396484,0,0.1113281
2963,310.0625,-197.625,-22.4375,-1.130371,-1.078613,2.069824,0.05957031,-0.003417969,0.1083984
2964,392.875,-252.625,19.5625,-1.185059,-1.031738,1.568848,0.04785156,-0.01806641,0.1025391
2966,436.75,-295.1875,54.125,-1.106934,-0.9458008,1.166992,0.04296875,-0.03125,0.09814453
2967,453.0625,-325.5625,77.5625,-0.9941406,-0.8793945,0.8911133,0.03613281,-0.04101563,0.09667969
2969,455.25,-346.8125,87.75,-0.8891602,-0.8017578,0.6982422,0.02294922,-0.06201172,0.09375
2970,444.625,-358.25,88,-0.7763672,-0.7314453,0.5209961,0.01220703,-0.07421875,0.09179688
2972,420.9375,-360.625,78.8125,-0.6557617,-0.6689453,0.4106445,0.002929688,-0.08496094,0.09521484
2973,375.625,-353.3125,56,-0.5004883,-0.6025391,0.2490234,-0.015625,-0.1049805,0.09960938
2975,338.1875,-343.3125,49.375,-0.4379883,-0.6025391,0.1186523,-0.02392578,-0.1132813,0.1025391
2976,302.75,-338.5,39.75,-0.3369141,-0.5556641,-0.03808594,-0.03320313,-0.1220703,0.1069336
2978,284.75,-333.5625,25.6875,-0.1347656,-0.4819336,-0.03808594,-0.04980469,-0.1352539,0.1157227
2979,253.5625,-325.3125,22.625,-0.01416016,-0.3217773,-0.1054688,-0.05566406,-0.1425781,0.1186523
2981,220.5625,-317.125,20.5625,-0.07666016,-0.1694336,-0.2275391,-0.06396484,-0.1464844,0.1245117
2982,195.4375,-293.8125,-24.5625,-0.002441406,-0.005859375,-0.184082,-0.07910156,-0.1572266,0.1376953
2984,159.375,-294,-9.875,-0.1152344,-0.06054688,-0.1879883,-0.0859375,-0.159668,0.140625
2985,127.1875,-280.625,-9.25,-0.03759766,0.09130859,-0.1132813,-0.09228516,-0.1635742,0.1479492
2987,102.4375,-257.5,-21.1875,-0.02587891,0.1030273,-0.1762695,-0.1015625,-0.168457,0.1572266
2988,95.0625,-219.1875,-11.25,-0.09179688,-0.009765625,-0.1132813,-0.105957,-0.171875,0.1616211
2990,58.25,-151.1875,-4.5,-0.04150391,0.02099609,-0.006835938,-0.1083984,-0.1743164,0.1704102
2991,-39.5625,-30,-14.3125,-0.002441406,0.001464844,0.2568359,-0.1157227,-0.1743164,0.1733398
2993,-48.75,86.625,0.875,0.1992188,-0.1113281,0.3120117,-0.1142578,-0.1743164,0.171875
2994,-18.875,191.75,1.25,0.3549805,-0.08398438,0.2646484,-0.1123047,-0.1733398,0.1704102
2996,-77.375,274.375,-32.3125,0.6738281,0.2744141,-0.3852539,-0.105957,-0.171875,0.1645508
2997,-90.8125,342.1875,-47.1875,0.7358398,-0.01367188,-0.3535156,-0.1015625,-0.1708984,0.1601563
2999,-50.5625,360.75,-80.5625,0.6035156,-0.2670898,-0.4599609,-0.09423828,-0.1694336,0.1513672
3002,15.0625,330.125,-87.6875,0.4829102,-0.4897461,-0.5507813,-0.078125,-0.171875,0.1376953
3004,36.75,348.875,-83.75,0.3198242,-0.2905273,-0.1367188,-0.07080078,-0.1708984,0.1333008
3005,-68.1875,407.625,-150.9375,-0.1933594,0.4697266,0.5288086,-0.06396484,-0.1757813,0.1289063
3007,-214.3125,570.25,-272.875,-0.7456055,0.5864258,1.797852,-0.04150391,-0.1733398,0.1186523
3008,-310.0625,741.375,-361.375,-0.8310547,0.1303711,1.525879,-0.02392578,-0.171875,0.1083984
3010,-407.6875,814.8125,-392.4375,-0.8696289,-0.2749023,0.7294922,-0.002441406,-0.1669922,0.1010742
3011,-378.625,736.5,-362.6875,-1.192871,-0.8911133,-0.02636719,0.04296875,-0.1523438,0.08740234
3013,-408.1875,591.5625,-348.6875,-2.161133,-0.9887695,0.3041992,0.06054688,-0.1425781,0.08447266
3014,-518.875,454,-335.1875,-2.899902,-1.156738,0.9228516,0.078125,-0.1303711,0.08300781
3016,-500.6875,299,-287.625,-2.721191,-1.63623,1.486328,0.1040039,-0.1035156,0.0859375
3017,-369.5625,129.125,-200.6875,-1.958984,-1.569824,2.227051,0.1103516,-0.09130859,0.08447266
3019,-233.4375,58.75,-133.4375,-1.254883,-1.000488,3.20459,0.1103516,-0.08007813,0.08740234
3020,-81.375,27.5625,-95.875,-0.8930664,-0.6259766,3.228027,0.1123047,-0.06787109,0.09033203
3022,57.375,-9.25,-70.9375,-0.9243164,-0.5751953,2.948242,0.1137695,-0.06689453,0.08886719
3023,177.375,-48.375,-36.875,-1.11084,-0.7470703,2.550293,0.1123047,-0.06542969,0.08886719
3025,279.4375,-82.75,7.125,-1.161621,-0.871582,2.116699,0.1103516,-0.07763672,0.08740234
3026,354.3125,-108.875,50.9375,-1.134277,-0.8481445,1.691406,0.1088867,-0.08496094,0.08447266
3028,390.6875,-141,84.8125,-1.048828,-0.7236328,1.222168,0.1054688,-0.09472656,0.08447266
3029,405.8125,-164.6875,110.4375,-0.8774414,-0.6298828,1.021484,0.09814453,-0.1181641,0.08154297
3031,404.3125,-184.875,122.125,-0.7182617,-0.5361328,0.8398438,0.09375,-0.1269531,0.08300781
3032,396.3125,-210.375,124.0625,-0.5239258,-0.4624023,0.6547852,0.08789063,-0.1401367,0.08300781
3034,380.9375,-244.125,119.5625,-0.3642578,-0.3647461,0.4658203,0.07617188,-0.1621094,0.08447266
3035,355.8125,-280.625,109.125,-0.2084961,-0.2631836,0.315918,0.06884766,-0.1708984,0.08740234
3037,322.1875,-313.625,94.5,-0.1113281,-0.2124023,0.1660156,0.05957031,-0.1782227,0.09033203
3038,282.3125,-346.9375,83,-0.07666016,-0.1660156,-0.006835938,0.04199219,-0.1938477,0.09814453
3040,167.625,-400.75,56.1875,0.01660156,0.2587891,-0.5546875,0.03125,-0.2026367,0.09960938
3041,106.375,-446,33.6875,0.0009765625,0.06005859,-0.3378906,0.02392578,-0.2060547,0.1025391
3043,75.3125,-460.5,25.75,0.02441406,-0.1152344,-0.2119141,0,-0.2099609,0.1098633
3044,43.75,-460.375,14.8125,-0.04931641,-0.04882813,-0.2197266,-0.01171875,-0.2124023,0.1157227
3046,24.9375,-443.0625,14.75,-0.08789063,-0.1191406,-0.1606445,-0.02246094,-0.2109375,0.1201172
3047,32.5625,-403.6875,22.1875,-0.08789063,-0.1386719,-0.1367188,-0.04394531,-0.2124023,0.1289063
3049,42.9375,-329.6875,24.5,-0.06884766,-0.02929688,0.05175781,-0.05322266,-0.2124023,0.1333008
3051,48.4375,-221.8125,28.1875,0.05908203,-0.02148438,0.08349609,-0.06005859,-0.2124023,0.1391602
3053,62.0625,-88.0625,27.125,0.203125,-0.07617188,0.09130859,-0.06982422,-0.2124023,0.1435547
3054,95.875,50.5,29.9375,0.4013672,-0.1386719,0.06738281,-0.07080078,-0.2148438,0.1479492
3056,126.0625,161.8125,35.4375,0.6425781,-0.1113281,-0.125,-0.06982422,-0.2158203,0.1499023
3057,110.875,239.0625,26.3125,0.7280273,0.1186523,-0.1484375,-0.06396484,-0.2211914,0.1435547
3059,30.25,312.625,-15.375,0.5996094,0.3681641,0.1425781,-0.05664063,-0.222168,0.1420898
3060,-76.6875,397.375,-80.6875,0.3857422,0.5629883,0.300293,-0.05175781,-0.222168,0.140625
3062,-207.5,454.6875,-157.4375,0.04736328,0.527832,0.2133789,-0.03173828,-0.2197266,0.1230469
3063,-332.75,493.1875,-226.4375,-0.3056641,0.2587891,0.2724609,-0.02148438,-0.2158203,0.1171875
3065,-428.8125,535.5625,-257.375,-0.706543,-0.2631836,0.6586914,-0.007324219,-0.2099609,0.1113281
3066,-538.1875,568.4375,-297.4375,-1.103027,-0.2319336,0.6313477,0.02392578,-0.1928711,0.09375
3068,-626,590.1875,-304.25,-1.33252,-0.7939453,0.7929688,0.04199219,-0.1791992,0.08886719
3069,-641.9375,545.3125,-274,-1.565918,-1.246094,0.3081055,0.05810547,-0.1621094,0.08154297
3071,-648,438.3125,-230.3125,-2.168945,-1.663574,0.5249023,0.09033203,-0.1279297,0.07861328
3072,-703.125,349.625,-195.4375,-2.783203,-2.057617,1.415527,0.1005859,-0.1083984,0.07714844
3074,-627.4375,247.5625,-152.4375,-2.569336,-2.475098,1.793945,0.1103516,-0.08984375,0.08007813
3075,-425.375,115.25,-88.125,-1.939453,-2.537109,2.290039,0.1206055,-0.05712891,0.08740234
3077,-217.75,40.375,-17.75,-1.200195,-1.995117,3.117676,0.1230469,-0.04589844,0.09033203
3078,-14.875,28.4375,8.375,-0.7299805,-1.164551,3.236328,0.1254883,-0.04248047,0.09033203
3080,131.875,-2.3125,12,-0.7143555,-0.902832,2.668457,0.1264648,-0.04101563,0.09179688
3081,223,-65.5625,25.6875,-0.8930664,-0.8520508,2.061523,0.1264648,-0.04589844,0.09033203
3083,284.8125,-131.3125,49.375,-0.9863281,-0.8481445,1.644043,0.1230469,-0.05224609,0.08740234
3084,323,-186.875,79.0625,-0.9711914,-0.8173828,1.320801,0.1171875,-0.06787109,0.08007813
3086,340.1875,-232.25,108.5,-0.9165039,-0.7587891,1.041016,0.1137695,-0.07763672,0.08007813
3087,340.1875,-264.6875,131.4375,-0.8388672,-0.7158203,0.7885742,0.1064453,-0.08642578,0.07714844
3089,327.8125,-293.3125,148.25,-0.7456055,-0.6611328,0.5839844,0.09130859,-0.105957,0.07714844
3090,309.5625,-314.875,153.875,-0.644043,-0.6103516,0.4379883,0.08398438,-0.1147461,0.07421875
3092,281.6875,-328.75,148.8125,-0.5083008,-0.5205078,0.3671875,0.07470703,-0.1245117,0.07714844
3093,254.6875,-330.625,136.3125,-0.3525391,-0.4624023,0.2685547,0.05615234,-0.1391602,0.07714844
3095,217.4375,-325.125,127.9375,-0.2124023,-0.4897461,0.2055664,0.04882813,-0.144043,0.07568359
3096,187.5625,-313.1875,123.6875,-0.06103516,-0.4116211,0.1699219,0.03710938,-0.1489258,0.08007813
3098,145.5,-307.75,120.6875,-0.1230469,-0.4233398,0.008300781,0.01953125,-0.159668,0.08154297
3101,108.25,-302.3125,111.0625,0.07080078,-0.2514648,-0.06201172,0.01220703,-0.1645508,0.08447266
3103,73.125,-296.4375,105.6875,0.140625,-0.1811523,-0.07763672,0.002929688,-0.1635742,0.09033203
3104,29.0625,-289.75,88.4375,0.1679688,-0.1152344,-0.07373047,-0.01318359,-0.1660156,0.09521484
